HC_1	HC_2	HC_3	HC_4	HC_5	HC_6	BCN_1	BCN_2	BCN_3	BCN_4	BCN_5	BCN_6	BCP_1	BCP_2	BCP_3	BCP_4	BCP_5	BCP_6	Peptides	Razor_unique_peptides	Unique_peptides	Sequence_coverage_	Unique_razor_sequence_coverage_	Unique_sequence_coverage_	Mol_weight_kDa_	Q_value	Score	Intensity	MS_MS_count	Peptide_counts_all_	Peptide_counts_razor_unique_	Peptide_counts_unique_	Number_of_proteins	Protein_IDs	Majority_protein_IDs	Protein_names	Gene_names	id	Fasta.headers
8.06923	8.07834	6.65663	7.52217	8.2168	7.29605	7.26515	7.63561	7.76433	7.48071	7.15615	7.91797	7.56593	7.23009	7.97161	8.24943	8.04195	7.75705	21	20	19	49.6	48	46.1	58.573	0	97.868	1662700000	81	21	20	19	1	P07948	P07948	Tyrosine-protein kinase Lyn	LYN	428	sp|P07948|LYN_HUMAN Tyrosine-protein kinase Lyn OS=Homo sapiens OX=9606 GN=LYN PE=1 SV=3
7.22546	7.26968	7.41569	7.66791	7.35033	7.66791	7.23351	7.81583	8.54355	8.30153	7.83902	8.15334	7.16855	7.64379	7.58595	6.9359	7.724	6.80728	27	27	27	49.6	49.6	49.6	75.872	0	161.58	2066400000	136	27	27	27	1	P08133	P08133	Annexin A6	ANXA6	431	sp|P08133|ANXA6_HUMAN Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3
7.36642	7.28913	7.46976	7.46191	7.38775	7.20201	7.36112	7.23689	7.26203	7.61508	7.0552	7.53242	7.08641	7.34569	8.05623	7.48865	7.2856	7.5008	28	12	12	36.7	17.5	17.5	83.263	0	123.79	892150000	44	NaN	NaN	NaN	3	P08238;Q58FF7;Q58FF8	P08238	Heat shock protein HSP 90-beta	HSP90AB1	435	sp|P08238|HS90B_HUMAN Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4
7.13105	6.87326	7.63044	6.65663	6.98159	7.35684	6.65663	8.75068	8.43198	8.60522	7.84877	8.80019	8.2168	7.81583	8.75805	7.00875	8.0624	8.05623	12	12	12	50.2	50.2	50.2	28.837	0	198.43	6843300000	99	12	12	12	1	P08311	P08311	Cathepsin G	CTSG	438	sp|P08311|CATG_HUMAN Cathepsin G OS=Homo sapiens OX=9606 GN=CTSG PE=1 SV=2
10.2639	10.3662	9.93493	9.91153	10.6367	9.7874	9.8724	9.7874	9.85047	9.65982	9.8724	9.73909	9.16623	9.34063	8.58934	10.5294	10.232	10.1037	51	51	51	50	50	50	113.38	0	323.31	1.38E+11	1173	51	51	51	1	P08514	P08514	"Integrin alpha-IIb;Integrin alpha-IIb heavy chain;Integrin alpha-IIb light chain, form 1;Integrin alpha-IIb light chain, form 2"	ITGA2B	441	sp|P08514|ITA2B_HUMAN Integrin alpha-IIb OS=Homo sapiens OX=9606 GN=ITGA2B PE=1 SV=3
10.4705	10.4176	10.6367	10.4705	10.5294	10.3662	10.5294	10.9482	10.9482	7.26968	10.5294	10.4705	10.6911	9.76595	9.9583	9.42149	10.4705	9.19394	54	54	52	63	63	62.6	501.31	0	323.31	4.66E+11	1532	NaN	NaN	NaN	2	P08519;Q16609	P08519	Apolipoprotein(a)	LPA	442	sp|P08519|APOA_HUMAN Apolipoprotein(a) OS=Homo sapiens OX=9606 GN=LPA PE=1 SV=1
9.63874	9.65982	9.20343	9.31062	9.85047	9.34063	9.16623	9.00573	9.05206	8.86936	8.67153	8.9465	9.00573	8.68113	8.46159	9.20895	8.86936	9.37244	19	19	19	49.1	49.1	49.1	40.124	0	323.31	31433000000	382	19	19	19	1	P08567	P08567	Pleckstrin	PLEK	443	sp|P08567|PLEK_HUMAN Pleckstrin OS=Homo sapiens OX=9606 GN=PLEK PE=1 SV=3
9.38652	9.19394	10.1037	9.85047	9.32449	9.99859	9.9583	9.65982	9.69092	9.71025	9.71025	9.93493	10.3662	9.82469	9.82469	8.46159	9.32449	9.63874	72	72	63	65.4	65.4	58.8	139.09	0	323.31	1.16E+11	1427	72	72	63	1	P08603	P08603	Complement factor H	CFH	448	sp|P08603|CFAH_HUMAN Complement factor H OS=Homo sapiens OX=9606 GN=CFH PE=1 SV=4
7.79844	7.46191	7.84877	7.91797	6.90827	8.12806	8.27782	8.49374	7.98277	8.27782	8.34307	8.48587	8.49374	8.70929	9.01776	7.36642	7.70024	6.88899	11	11	11	32	32	32	54.565	0	88.333	2173100000	103	NaN	NaN	NaN	2	P08697;CON__P28800	P08697	Alpha-2-antiplasmin	SERPINF2	450	sp|P08697|A2AP_HUMAN Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=3
6.92748	7.48865	7.59586	6.90827	7.3343	7.56593	7.70624	7.53242	8.13303	7.28046	8.01771	7.88971	7.47282	6.98159	7.7194	6.966	6.90827	7.43489	11	11	11	40.6	40.6	40.6	35.936	0	29.131	563690000	55	11	11	11	1	P08758	P08758	Annexin A5	ANXA5	452	sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2
8.05623	8.38869	8.34307	7.4929	7.89958	8.27091	8.24524	8.55555	8.65561	9.17961	8.35573	8.40471	7.2856	8.76539	8.48587	7.61508	8.61359	8.68113	3	3	3	8.4	8.4	8.4	25.636	0	48.402	5401000000	103	3	3	3	1	P08962	P08962	CD63 antigen	CD63	454	sp|P08962|CD63_HUMAN CD63 antigen OS=Homo sapiens OX=9606 GN=CD63 PE=1 SV=2
8.22107	7.98949	7.8698	7.39106	8.24061	7.19396	6.9359	7.37617	6.98159	6.59321	7.46191	7.9235	7.43988	7.5376	8.13303	7.80243	7.25216	8.01042	11	11	11	69.5	69.5	69.5	23.356	0	323.31	5034000000	92	11	11	11	1	P09211	P09211	Glutathione S-transferase P	GSTP1	456	sp|P09211|GSTP1_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2
7.45537	7.9235	7.86398	6.80728	7.75371	7.39106	7.61508	7.84266	8.11465	8.01771	7.32243	8.07834	7.724	8.01042	6.87326	7.18473	7.78769	7.98949	14	14	14	47	47	47	35.882	0	160.36	1435200000	100	14	14	14	1	P09525	P09525	Annexin A4	ANXA4	462	sp|P09525|ANXA4_HUMAN Annexin A4 OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=4
8.31557	7.67554	8.10851	7.19396	6.88899	6.59321	8.28273	8.27782	8.75068	8.47666	8.42119	8.91828	8.66145	8.49374	8.9941	7.79338	7.99514	7.76856	21	20	20	38.8	37.6	37.6	76.684	0	227.98	3465700000	161	21	20	20	1	P09871	P09871	Complement C1s subcomponent;Complement C1s subcomponent heavy chain;Complement C1s subcomponent light chain	C1S	465	sp|P09871|C1S_HUMAN Complement C1s subcomponent OS=Homo sapiens OX=9606 GN=C1S PE=1 SV=1
7.43145	8.61359	8.26492	8.72984	7.22199	8.47666	8.74113	8.38099	8.66145	8.90542	8.43935	8.82317	9.49311	9.26253	9.26253	7.29927	7.5376	8.26492	94	6	5	63.2	4.6	4	192.78	0	162.6	8316200000	93	NaN	NaN	NaN	2	P0C0L4;CON__ENSEMBL:ENSBTAP00000007350	P0C0L4	Complement C4-A;Complement C4 beta chain;Complement C4-A alpha chain;C4a anaphylatoxin;C4b-A;C4d-A;Complement C4 gamma chain	C4A	470	sp|P0C0L4|CO4A_HUMAN Complement C4-A OS=Homo sapiens OX=9606 GN=C4A PE=1 SV=2
9.56767	10.3112	10.3112	9.99859	9.24926	9.9583	10.1037	9.69092	10.232	10.1037	10.1254	10.0304	10.9482	10.5781	10.5781	9.20895	9.73909	9.99859	94	94	6	63.4	63.4	6	192.75	0	323.31	3.00E+11	2230	94	94	6	1	P0C0L5	P0C0L5	Complement C4-B;Complement C4 beta chain;Complement C4-B alpha chain;C4a anaphylatoxin;C4b-B;C4d-B;Complement C4 gamma chain	C4B	471	sp|P0C0L5|CO4B_HUMAN Complement C4-B OS=Homo sapiens OX=9606 GN=C4B PE=1 SV=2
8.47666	8.70929	8.72984	8.63407	8.49374	8.59671	8.2958	9.02442	9.16623	9.27816	9.07633	8.64434	8.68113	9.05206	8.76539	8.36517	9.27816	9.02442	4	4	4	36.7	36.7	36.7	14.728	0	188.6	10805000000	68	NaN	NaN	NaN	4	P62987;P62979;P0CG47;P0CG48	P62987;P62979;P0CG47;P0CG48	Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin	UBA52;RPS27A;UBB;UBC	474	sp|P62987|RL40_HUMAN Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens OX=9606 GN=UBA52 PE=1 SV=2;sp|P62979|RS27A_HUMAN Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2;sp|P0CG47|UBB_HUMAN Polyubiquitin-B OS=Homo sapiens O
6.91745	6.84221	7.33816	7.43988	6.79448	7.04999	8.07834	9.5192	8.89336	9.05206	9.27816	9.17961	7.97797	9.24926	9.44814	7.65573	9.85047	9.09682	10	5	5	59	46.7	46.7	13.532	0	323.31	12051000000	78	10	5	5	1	P0DJI8	P0DJI8	Serum amyloid A-1 protein;Amyloid protein A;Serum amyloid protein A(2-104);Serum amyloid protein A(3-104);Serum amyloid protein A(2-103);Serum amyloid protein A(2-102);Serum amyloid protein A(4-101)	SAA1	475	sp|P0DJI8|SAA1_HUMAN Serum amyloid A-1 protein OS=Homo sapiens OX=9606 GN=SAA1 PE=1 SV=1
6.75778	7.08185	6.83293	7.06383	7.02696	7.10006	6.88899	9.73909	9.01776	9.15493	9.26253	9.27816	8.91828	9.4001	9.4001	7.82537	9.71025	9.00573	10	10	5	51.6	51.6	39.3	13.527	0	284.95	12830000000	115	10	10	5	1	P0DJI9	P0DJI9	Serum amyloid A-2 protein	SAA2	476	sp|P0DJI9|SAA2_HUMAN Serum amyloid A-2 proteincur OS=Homo sapiens OX=9606 GN=SAA2 PE=1 SV=1
7.97161	7.64682	7.5376	7.26203	7.78769	7.68089	6.91745	7.3343	7.13571	7.57381	7.88437	8.10112	8.48587	7.88971	7.25216	7.50487	7.91797	7.17431	22	21	15	38.7	36.7	27.5	70.051	0	117.6	3606600000	116	NaN	NaN	NaN	2	P0DMV8;P34931	P0DMV8	Heat shock 70 kDa protein 1A	HSPA1A	478	sp|P0DMV8|HS71A_HUMAN Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1
10.6367	10.5781	10.8438	10.6911	10.232	10.4176	10.6911	10.4705	10.3112	10.5781	10.6367	10.3112	10.1549	10.6367	10.232	10.9482	10.7868	10.6367	11	11	3	96.2	96.2	20.8	11.293	0	323.31	6.37E+11	526	NaN	NaN	NaN	3	P0DOY2;P0DOY3;P0CF74	P0DOY2;P0DOY3			479	sp|P0DOY2|IGLC2_HUMAN Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1;sp|P0DOY3|IGLC3_HUMAN Immunoglobulin lambda constant 3 OS=Homo sapiens OX=9606 GN=IGLC3 PE=1 SV=1
7.38217	7.36888	7.16855	6.75778	7.36888	7.10787	7.18763	7.30946	7.39826	7.32243	7.73411	7.7194	7.16127	6.88899	8.18759	7.24872	6.8536	7.36112	3	3	3	30.9	30.9	30.9	16.837	0	13.826	276020000	15	3	3	3	1	P0DP25	P0DP25			483	sp|P0DP25|CALM3_HUMAN Calmodulin-3 OS=Homo sapiens OX=9606 GN=CALM3 PE=1 SV=1
8.003	8.06923	7.95202	8.32015	7.96485	7.93102	7.38217	7.94645	8.22644	8.52683	7.29927	8.12806	7.4929	8.43935	7.19784	7.84266	8.15334	8.25656	14	7	7	41.5	21.9	21.9	40.648	0	134.59	2046000000	65	NaN	NaN	NaN	2	P10321;P30511	P10321	"HLA class I histocompatibility antigen, Cw-7 alpha chain"	HLA-C	488	"sp|P10321|HLAC_HUMAN HLA class I histocompatibility antigen, C alpha chain OS=Homo sapiens OX=9606 GN=HLA-C PE=1 SV=3"
10.1938	9.37244	10.3662	10.5294	9.82469	10.5781	10.4705	10.2639	10.4176	10.6911	9.93493	10.5781	10.232	10.4176	10.7868	7.35291	10.0304	10.4705	58	58	52	65.4	65.4	61	93.517	0	323.31	3.63E+11	1645	NaN	NaN	NaN	2	P10643;Q12884	P10643	Complement component C7	C7	492	sp|P10643|CO7_HUMAN Complement component C7 OS=Homo sapiens OX=9606 GN=C7 PE=1 SV=2
7.47634	7.47282	7.61005	7.87632	7.63044	7.48071	7.67554	7.08641	7.23689	7.75705	7.16855	7.59586	7.26515	6.65663	7.82537	7.75705	7.53242	7.41881	9	9	9	28.9	28.9	28.9	42.981	0	34.774	615490000	40	NaN	NaN	NaN	2	P10644;P31321	P10644	"cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed"	PRKAR1A	493	sp|P10644|KAP0_HUMAN cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1
6.95796	6.9359	6.88899	7.2927	7.11346	7.33816	7.17844	7.34227	7.5376	7.36112	7.24539	7.26968	7.83902	7.22546	7.23351	7.213	7.43145	7.01869	3	3	3	18.1	18.1	18.1	31.462	0	9.0553	89956000	15	3	3	3	1	P10768	P10768	S-formylglutathione hydrolase	ESD	495	sp|P10768|ESTD_HUMAN S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2
7.15114	7.18763	6.69798	7.08185	7.724	7.30631	7.46976	7.46654	7.15114	7.33816	7.02696	7.75371	7.38775	7.31517	8.32015	8.58409	7.38775	7.14664	22	22	22	43.1	43.1	43.1	61.054	0	156.99	1295400000	73	22	22	22	1	P10809	P10809	"60 kDa heat shock protein, mitochondrial"	HSPD1	496	"sp|P10809|CH60_HUMAN 60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2"
9.5904	9.0878	9.7874	9.82469	9.05206	9.85047	9.91153	9.99859	9.82469	9.8724	9.56767	9.82469	9.69092	9.5904	9.85047	8.81313	9.12258	9.32449	22	22	22	39.4	39.4	39.4	52.494	0	323.31	76638000000	536	22	22	22	1	P10909	P10909	Clusterin;Clusterin beta chain;Clusterin alpha chain	CLU	497	sp|P10909|CLUS_HUMAN Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1
8.40471	8.54355	7.75371	7.7194	8.54355	7.59586	8.0624	7.18473	7.10787	7.83902	7.43489	7.09185	7.70624	7.43145	8.37338	9.19394	7.28913	8.15334	35	35	35	52.1	52.1	52.1	72.332	0	323.31	8595500000	278	35	35	35	1	P11021	P11021	78 kDa glucose-regulated protein	HSPA5	498	sp|P11021|BIP_HUMAN Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2
9.03818	8.95438	8.79109	8.88305	9.03818	8.80019	8.8367	8.57962	8.69181	8.8367	8.52683	8.58934	8.38099	8.38099	7.75371	9.06749	8.81313	8.89336	27	27	24	45.2	45.2	41.2	70.897	0	310.63	11861000000	351	NaN	NaN	NaN	2	P11142;P54652	P11142	Heat shock cognate 71 kDa protein	HSPA8	500	sp|P11142|HSP7C_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1
7.64682	7.68525	8.24943	8.12806	7.94645	7.97161	8.003	6.69798	7.87632	7.22199	7.35291	7.74705	8.69765	8.32582	7.94645	8.07834	7.51352	7.58977	7	7	7	14	14	14	54.083	0	66.4	1611700000	59	7	7	7	1	P11166	P11166	"Solute carrier family 2, facilitated glucose transporter member 1"	SLC2A1	501	"sp|P11166|GTR1_HUMAN Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2"
8.57187	8.37338	8.47666	8.54867	8.57187	8.61359	8.54355	8.35573	8.38099	8.54867	8.27091	8.39647	7.37617	8.22644	7.23689	8.80019	8.54355	8.75805	7	7	7	15.7	15.7	15.7	53.924	0	161.22	6273600000	136	NaN	NaN	NaN	2	P11169;Q8TDB8	P11169;Q8TDB8	"Solute carrier family 2, facilitated glucose transporter member 3;Solute carrier family 2, facilitated glucose transporter member 14"	SLC2A3;SLC2A14	502	"sp|P11169|GTR3_HUMAN Solute carrier family 2, facilitated glucose transporter member 3 OS=Homo sapiens OX=9606 GN=SLC2A3 PE=1 SV=1;sp|Q8TDB8|GTR14_HUMAN Solute carrier family 2, facilitated glucose transporter member 14 OS=Homo sapiens OX=9606 GN=SLC2A14 P"
7.09185	6.59321	7.46191	7.88971	6.8536	7.47634	7.15114	7.36642	8.81313	8.2958	7.80775	8.11974	8.27782	8.09608	8.17358	7.11934	8.34307	7.52217	34	34	34	38	38	38	127.18	0	222.32	3387600000	183	NaN	NaN	NaN	3	P11215;Q13349;P20702	P11215	Integrin alpha-M	ITGAM	505	sp|P11215|ITAM_HUMAN Integrin alpha-M OS=Homo sapiens OX=9606 GN=ITGAM PE=1 SV=2
7.25816	7.17844	7.15615	7.86398	7.35684	6.94331	7.35684	7.18763	7.4074	7.04404	7.87632	7.51819	6.90827	7.07097	8.30153	7.14664	6.95796	6.91745	17	9	9	24.4	14.4	14.4	96.695	0	24.078	217830000	20	17	9	9	1	P11216	P11216	"Glycogen phosphorylase, brain form"	PYGB	506	"sp|P11216|PYGB_HUMAN Glycogen phosphorylase, brain form OS=Homo sapiens OX=9606 GN=PYGB PE=1 SV=5"
7.17431	9.99859	9.76595	7.23351	8.51817	7.32457	9.24926	9.17961	7.80243	8.38099	9.20343	9.15493	9.53478	10.0588	9.42149	6.87326	8.54867	9.01776	16	16	16	54.4	54.4	54.4	26.143	0	323.31	29109000000	200	16	16	16	1	P11226	P11226	Mannose-binding protein C	MBL2	507	sp|P11226|MBL2_HUMAN Mannose-binding protein C OS=Homo sapiens OX=9606 GN=MBL2 PE=1 SV=2
7.34569	7.51352	7.4929	7.26515	7.36112	7.4929	7.32243	7.79844	7.76856	7.70899	7.2856	7.68932	7.85503	7.09185	8.40471	7.41078	7.83322	7.87632	5	5	5	26.7	26.7	26.7	23.408	0	13.03	507070000	25	NaN	NaN	NaN	2	P11234;P11233	P11234	Ras-related protein Ral-B	RALB	508	sp|P11234|RALB_HUMAN Ras-related protein Ral-B OS=Homo sapiens OX=9606 GN=RALB PE=1 SV=1
8.24943	8.69181	9.13332	7.54181	9.02442	8.15334	8.70929	6.89817	7.99514	7.47282	7.53242	7.30285	9.12258	8.45464	7.19396	9.82469	7.44654	7.3343	110	110	103	61.8	61.8	58.7	246.47	0	323.31	10379000000	461	NaN	NaN	NaN	2	P11277;O15020	P11277	"Spectrin beta chain, erythrocytic"	SPTB	509	"sp|P11277|SPTB1_HUMAN Spectrin beta chain, erythrocytic OS=Homo sapiens OX=9606 GN=SPTB PE=1 SV=5"
7.90495	7.38217	7.3935	7.29605	7.80775	7.2927	7.57381	7.43489	7.06383	7.23009	7.20201	6.65663	8.05623	7.63044	6.95279	7.81583	6.966	7.9235	25	25	25	54.8	54.8	54.8	59.256	0	152.05	3037900000	126	NaN	NaN	NaN	21	P11413;A0A380EJH5;A0A380DSW0;A0A2X2K1I6;A0A6B0A590;D2JA16;Q2FY66;A0A9Q4UWL2;A0A8D9W341;A0A7U7EZ32;A0A7U7EVJ8;A0A5S9I3W4;A0A0U1MLI8;A0A0H3KGM7;A0A0H3K397;A0A0H3JRP9;A0A0H3JMN5;A0A0H2XEQ2;A0A0H2WW54;A0A0E1X6Y3;A0A0D1FJV3	P11413	Glucose-6-phosphate 1-dehydrogenase	G6PD	512	sp|P11413|G6PD_HUMAN Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4
8.33528	6.75778	8.60522	7.16855	7.69453	7.40147	7.6237	8.27091	7.16855	7.35291	6.8536	8.53404	8.56057	7.68089	7.57381	7.28913	7.35684	7.71415	17	17	17	48.7	48.7	48.7	54.756	0	174.31	1386700000	67	17	17	17	1	P11597	P11597	Cholesteryl ester transfer protein	CETP	514	sp|P11597|CETP_HUMAN Cholesteryl ester transfer protein OS=Homo sapiens OX=9606 GN=CETP PE=1 SV=2
9.31062	9.07633	9.12258	9.3553	9.53478	9.37244	9.29655	9.0878	9.22764	9.16623	8.59671	9.29655	9.43285	9.01776	9.49311	9.5192	8.90542	9.06749	74	74	61	34.9	34.9	31	251.7	0	323.31	29754000000	861	74	74	61	1	P12259	P12259	Coagulation factor V;Coagulation factor V heavy chain;Coagulation factor V light chain	F5	519	sp|P12259|FA5_HUMAN Coagulation factor V OS=Homo sapiens OX=9606 GN=F5 PE=1 SV=4
8.23178	8.31557	8.27091	8.04878	8.25656	8.22644	8.46844	8.58409	9.13332	8.75068	8.60522	8.7778	7.30946	8.30801	7.63044	7.23689	8.57187	7.70024	21	21	21	63.2	63.2	63.2	36.375	0	257.43	6898300000	225	21	21	21	1	P12429	P12429	Annexin A3	ANXA3	522	sp|P12429|ANXA3_HUMAN Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3
10.1549	10.1549	9.56767	9.71025	10.3662	9.56767	9.37244	9.37244	9.37244	9.19869	9.0878	8.85564	8.7778	8.23178	7.95742	10.1037	9.20343	9.69092	72	72	49	74.9	74.9	55.4	103.06	0	323.31	78552000000	1323	NaN	NaN	NaN	3	P12814;P35609;Q08043	P12814	Alpha-actinin-1	ACTN1	524	sp|P12814|ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2
8.69181	8.72984	8.33081	8.51817	8.95438	8.38869	8.32015	8.2168	8.003	8.06923	8.02622	8.30153	7.4855	7.23351	7.51819	8.12806	8.01042	8.41337	21	21	16	47.8	47.8	39.7	59.834	0	156.31	4825600000	142	NaN	NaN	NaN	6	P12931;Q9H3Y6;P42685;P06239;P08581;Q04912	P12931	Proto-oncogene tyrosine-protein kinase Src	SRC	527	sp|P12931|SRC_HUMAN Proto-oncogene tyrosine-protein kinase Src OS=Homo sapiens OX=9606 GN=SRC PE=1 SV=3
8.98153	8.9669	8.85564	8.84442	9.29655	8.76539	8.75068	8.80019	8.70929	8.81313	8.66145	8.43198	8.04195	8.46844	7.96485	9.34063	8.70929	9.07633	6	6	6	24.8	24.8	24.8	21.717	0	77.477	11918000000	88	6	6	6	1	P13224	P13224	Platelet glycoprotein Ib beta chain	GP1BB	531	sp|P13224|GP1BB_HUMAN Platelet glycoprotein Ib beta chain OS=Homo sapiens OX=9606 GN=GP1BB PE=1 SV=1
10.232	9.44814	10.4176	10.4176	9.8724	10.6911	10.6367	10.3112	10.4705	10.7868	9.82469	10.6911	10.5781	10.4705	10.8438	7.21767	9.82469	10.5294	58	58	58	54.7	54.7	54.7	104.79	0	323.31	3.87E+11	1386	58	58	58	1	P13671	P13671	Complement component C6	C6	538	sp|P13671|CO6_HUMAN Complement component C6 OS=Homo sapiens OX=9606 GN=C6 PE=1 SV=3
6.65663	7.07097	7.49799	6.95279	6.65663	7.13105	7.09185	7.47634	8.05623	8.01042	7.89958	7.76856	7.45537	7.55698	6.91745	6.77546	7.4855	6.87326	4	4	4	23	23	23	25.205	0	15.019	149820000	10	4	4	4	1	P13727	P13727	Bone marrow proteoglycan;Eosinophil granule major basic protein	PRG2	542	sp|P13727|PRG2_HUMAN Bone marrow proteoglycan OS=Homo sapiens OX=9606 GN=PRG2 PE=1 SV=2
9.24926	9.17961	8.8367	9.07633	9.06749	8.84442	8.9465	8.68113	8.90542	8.9465	8.03461	8.74113	8.51817	7.35033	8.35573	8.8367	8.93019	8.85564	35	35	35	74.2	74.2	74.2	57.936	0	323.31	18107000000	492	NaN	NaN	NaN	2	P14618;P30613	P14618	Pyruvate kinase PKM	PKM	557	sp|P14618|KPYM_HUMAN Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4
7.88437	8.05623	7.42784	7.61971	8.30153	7.28913	7.42452	7.45121	7.51352	7.67554	7.76856	6.95796	8.12806	7.14664	7.38775	9.00573	7.57945	7.6718	34	34	33	43.6	43.6	41.8	92.468	0	210.19	3102400000	140	NaN	NaN	NaN	2	P14625;Q58FF3	P14625	Endoplasmin	HSP90B1	558	sp|P14625|ENPL_HUMAN Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1
8.48587	8.51051	8.35573	8.43935	8.74113	8.41337	8.39647	8.36517	8.33528	8.33081	8.24943	7.80243	7.55306	7.2927	8.43198	8.69765	8.24293	8.52683	5	5	5	30.5	30.5	30.5	19.046	0	70.615	5082900000	97	5	5	5	1	P14770	P14770	Platelet glycoprotein IX	GP9	560	sp|P14770|GPIX_HUMAN Platelet glycoprotein IX OS=Homo sapiens OX=9606 GN=GP9 PE=1 SV=3
6.8536	8.48587	7.28913	7.08641	6.94331	6.9359	7.51352	8.22107	6.77546	9.19869	9.4001	9.22764	9.4001	8.9669	9.29655	6.88899	9.43285	7.78769	35	35	35	32.5	32.5	32.5	109.54	0	213.3	9204500000	363	35	35	35	1	P15144	P15144	Aminopeptidase N	ANPEP	564	sp|P15144|AMPN_HUMAN Aminopeptidase N OS=Homo sapiens OX=9606 GN=ANPEP PE=1 SV=4
8.37338	8.46844	8.32582	8.43198	8.44427	8.30153	8.30153	8.46159	8.57962	8.51817	8.33081	8.45464	7.46976	8.33528	8.47666	8.17358	8.48587	8.46159	9	9	4	50	50	19.8	21.429	0	56.421	5944100000	120	9	9	4	1	P15153	P15153	Ras-related C3 botulinum toxin substrate 2	RAC2	565	sp|P15153|RAC2_HUMAN Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens OX=9606 GN=RAC2 PE=1 SV=1
7.49799	7.34227	7.43145	7.16127	7.54181	7.80775	7.65573	7.42452	7.36888	7.22546	7.42784	7.99514	8.32582	7.91114	6.966	8.20385	7.23991	6.75778	15	15	15	22.4	22.4	22.4	90.833	0	79.024	800470000	54	15	15	15	1	P16109	P16109	P-selectin	SELP	576	sp|P16109|LYAM3_HUMAN P-selectin OS=Homo sapiens OX=9606 GN=SELP PE=1 SV=3
7.95742	8.50087	8.88305	7.32243	8.66145	8.11974	8.48587	7.64379	7.64379	7.30631	7.58595	7.724	8.84442	8.31557	7.41881	9.65982	7.64379	7.0359	67	67	67	51.7	51.7	51.7	206.26	0	323.31	5851800000	245	NaN	NaN	NaN	23	P16157;Q12955;Q01484;A0A380DVA6;A0A380EKP2;Q2FWD7;A0A8D9SEH1;A0A7U7IDA2;A0A6B1RV08;A0A4U0AW01;A0A2C9TTJ8;A0A0S2J843;A0A0H3KHZ8;A0A0H3JXD6;A0A0H3JSJ3;A0A0H3JNE2;A0A0H2XGJ3;A0A0H2WZ78;Q9AGF7;A0A7U7EZK3;A0A380DVZ6;A0A133PU93;A0A0E1XA23	P16157	Ankyrin-1	ANK1	578	sp|P16157|ANK1_HUMAN Ankyrin-1 OS=Homo sapiens OX=9606 GN=ANK1 PE=1 SV=3
8.85564	9.12258	8.54355	8.37338	9.12258	8.58934	8.33528	8.59671	8.34973	8.14571	8.2168	7.68089	7.22546	7.75705	8.24524	9.15493	8.42119	8.90542	39	39	39	52.7	52.7	52.7	82.521	0	323.31	8453000000	233	39	39	39	1	P16284	P16284	Platelet endothelial cell adhesion molecule	PECAM1	579	sp|P16284|PECA1_HUMAN Platelet endothelial cell adhesion molecule OS=Homo sapiens OX=9606 GN=PECAM1 PE=1 SV=2
